algorithm,trial_idx,total_time_s
Kyber768,120,0.00012819900007343676
Kyber768,121,0.00012272000003576977
Kyber768,122,0.0001190030000088882
Kyber768,123,0.00011816400001407601
Kyber768,124,0.00012288200014154427
Kyber768,125,0.00013778200013803144
Kyber768,126,0.00012472599996726785
Kyber768,127,0.0001396350000959501
Kyber768,128,0.00012754899989886326
Kyber768,129,0.0001280600001791754
Kyber768,130,0.00011991499991381716
Kyber768,131,0.00012433899996722175
Kyber768,132,0.0001469950000227982
Kyber768,133,0.00012394800000947725
Kyber768,134,0.00012214200000926212
Kyber768,135,0.00013322900008461147
Kyber768,136,0.0001249809999990248
Kyber768,137,0.00011968799981332268
Kyber768,138,0.00010544900010245328
Kyber768,139,0.00011524700016707357
Kyber768,140,0.00012060299991389911
Kyber768,141,0.00014554399990629463
Kyber768,142,0.00012740199986183143
Kyber768,143,0.0001342749999366788
Kyber768,144,0.00012302699997235322
Kyber768,145,0.00012275199992473063
Kyber768,146,0.0001227049999670271
Kyber768,147,0.0001288350001686922
Kyber768,148,0.00016736699990360648
Kyber768,149,0.00012469999978748092
Kyber768,150,0.00013872100021217193
Kyber768,151,0.00011827200000880111
Kyber768,152,0.00011815199991360714
Kyber768,153,0.00012291600000935432
Kyber768,154,0.00011929600009352725
Kyber768,155,0.00011895500006176007
Kyber768,156,0.00014102099999036
Kyber768,157,0.0001269030001367355
Kyber768,158,0.00013494999984686729
Kyber768,159,0.00012493799999901967
Kyber768,160,0.00012230600009388581
Kyber768,161,0.0001208200001201476
Kyber768,162,0.0001247499999408319
Kyber768,163,0.00013500099998964288
Kyber768,164,0.00013441400005831383
Kyber768,165,0.00013302599995768105
Kyber768,166,0.00019314100018164027
Kyber768,167,0.00012880200006293308
Kyber768,168,0.00012311299997236347
Kyber768,169,0.00012020999997730542
Kyber768,170,0.00012533100016298704
Kyber768,171,0.00014319199999590637
Kyber768,172,0.0001254730000255222
Kyber768,173,0.00013998899999023706
Kyber768,174,0.00013057499995738908
Kyber768,175,0.0001257559999885416
Kyber768,176,0.00012766100007866044
Kyber768,177,0.00012162200005150225
Kyber768,178,0.00013410200017460738
Kyber768,179,0.00012630400010493759
Kyber768,180,0.00011684599985528621
Kyber768,181,0.00012416999993547506
Kyber768,182,0.00012129400010962854
Kyber768,183,0.00011775499979194137
Kyber768,184,0.00011058399991270562
